accuracy,auc,loss,specificity_at_sensitivity,val_accuracy,val_auc,val_loss,val_specificity_at_sensitivity
0.18772178888320923,0.663207471370697,2.046363592147827,0.702492892742157,0.0,0.2799397110939026,3.7465555667877197,0.21417197585105896
0.2938254177570343,0.7711985111236572,1.803756833076477,0.8172019124031067,0.0,0.18538974225521088,4.626819610595703,0.11345541477203369
0.2860184609889984,0.7588555812835693,1.8477295637130737,0.8160042762756348,0.0031847134232521057,0.3781999349594116,2.804431915283203,0.3554936349391937
0.3637331426143646,0.825168788433075,1.614150881767273,0.8736249208450317,0.0,0.545829713344574,2.2120208740234375,0.5672770738601685
0.3995741605758667,0.8427294492721558,1.5483156442642212,0.8961586356163025,0.06369426846504211,0.6168683171272278,2.1609857082366943,0.5947452187538147
0.45599716901779175,0.8616836071014404,1.4568970203399658,0.9217529892921448,0.36942675709724426,0.8071403503417969,1.6290245056152344,0.8244426846504211
0.5024840235710144,0.8846015930175781,1.3476057052612305,0.940072774887085,0.29617834091186523,0.7995525598526001,1.756198763847351,0.8320063948631287
0.5440028309822083,0.899274468421936,1.2627878189086914,0.9531139135360718,0.2738853394985199,0.7798002362251282,1.8115061521530151,0.7977706789970398
0.5723917484283447,0.916887640953064,1.148285150527954,0.9626951813697815,0.7006369233131409,0.969068169593811,0.7163615822792053,0.9980095624923706
0.6036195755004883,0.9273978471755981,1.0737900733947754,0.9720103144645691,0.7579618096351624,0.9735555648803711,0.6937274932861328,0.9996019005775452
0.6387509107589722,0.9373053312301636,0.998442530632019,0.9778211712837219,0.668789803981781,0.9611685276031494,0.7957186698913574,0.9976114630699158
0.6674946546554565,0.94748455286026,0.9140098094940186,0.9836320281028748,0.8280254602432251,0.9880504012107849,0.4822481572628021,1.0
0.6841731667518616,0.9520436525344849,0.8719345331192017,0.9869144558906555,0.7961783409118652,0.9779610633850098,0.5979190468788147,1.0
0.7207239270210266,0.9614455699920654,0.7797098755836487,0.9893985390663147,0.7898089289665222,0.9844017028808594,0.5112268924713135,1.0
0.7359829545021057,0.9647749066352844,0.743425726890564,0.9921930432319641,0.7993630766868591,0.9805036783218384,0.5541307330131531,0.9984076619148254
0.7668559551239014,0.9729090332984924,0.6447917819023132,0.9937012195587158,0.8949044346809387,0.9921453595161438,0.4040519893169403,0.9996019005775452
0.7842441201210022,0.9746484160423279,0.6272410750389099,0.9953867793083191,0.8662420511245728,0.9938637614250183,0.33836930990219116,1.0
0.8048261404037476,0.9791681170463562,0.5651357769966125,0.9960078001022339,0.9363057613372803,0.9980723261833191,0.22381645441055298,1.0
0.833215057849884,0.9861170649528503,0.46396955847740173,0.9974716305732727,0.8885350227355957,0.9954010844230652,0.28324010968208313,1.0
0.8232789039611816,0.9843890070915222,0.4872034192085266,0.997427225112915,0.8980891704559326,0.9963284134864807,0.2536974251270294,1.0
0.8619588613510132,0.9896283745765686,0.3884221911430359,0.9983587861061096,0.9108280539512634,0.9963462948799133,0.24020613729953766,1.0
0.863733172416687,0.9902857542037964,0.3750116229057312,0.9985805749893188,0.9140127301216125,0.9969591498374939,0.22718144953250885,1.0
0.8768630027770996,0.9919611215591431,0.3382698893547058,0.9985805749893188,0.9076433181762695,0.9967551231384277,0.22553645074367523,1.0
